page_id,section,page_name,url,page_type,market,language,primary_keyword,secondary_keywords,search_intent,buyer_stage,source_cluster,page_role,excluded_keywords,cannibalization_boundary,priority,mapping_status,verification_status,notes,title,meta_description,h1,canonical,robots,schema_type,breadcrumb_parent,primary_internal_link_sources,last_reviewed_date,target_sitemap,exception_directive,delivery_status,source_manifest
GRADE-M200,PRODUCTS,M-200,/products/m-200/,Grade product page,GLOBAL,EN,M-200 titanium dioxide,M-200 rutile titanium dioxide | M-200 TiO2 | M-200 titanium dioxide for plastics | M-200 TDS | M-200 titanium dioxide sample | M-200 titanium dioxide supplier,C,Technical Evaluation / RFQ,PRD-V0.3-GRADE-MAPPING,Durable exterior plastics grade for uPVC and PVC film applications.,generic titanium dioxide for application | process-category primary term | country supplier primary term,This page owns M-200 model intent only; Applications owns generic use-case intent; process pages own generic process intent.,P1,APPROVED_PRD_V0.3,PROVISIONAL_KEYWORD_NO_METRICS,"Model keyword is architecture-derived; no model-specific search-volume, KD, or CPC row exists in the keyword master.",M-200 Titanium Dioxide for Exterior Plastics | TiO2 Malaysia,"Evaluate M-200 titanium dioxide for uPVC profiles, exterior plastics, PVC calendered films and durable plastic masterbatch. Review data, samples and RFQ.",M-200 Titanium Dioxide for Exterior Plastics and Masterbatch Evaluation,https://tio2products.com/products/m-200/,"index, follow",Product|BreadcrumbList,PRODUCT-000,PRODUCT-000|APPLICATION_PAGES|PROCESS_PAGES,2026-09-13,YES,NONE,CURRENT_APPROVED_OR_PRERELEASE_VALUE_DELIVERED,pages/products/detail-template/05_review/GRADE-M200_CURRENT_GATE9_BASELINE_MANIFEST_V0.4.md
GRADE-M108,PRODUCTS,M-108,/products/m-108/,Grade product page,GLOBAL,EN,M-108 titanium dioxide,M-108 rutile titanium dioxide | M-108 TiO2 | M-108 titanium dioxide for masterbatch | M-108 TDS | M-108 titanium dioxide sample | M-108 titanium dioxide supplier,C,Technical Evaluation / RFQ,PRD-V0.3-GRADE-MAPPING,High-thermal-stability masterbatch and plastics grade.,generic titanium dioxide for application | process-category primary term | country supplier primary term,This page owns M-108 model intent only; Applications owns generic use-case intent; process pages own generic process intent.,P1,APPROVED_PRD_V0.3,PROVISIONAL_KEYWORD_NO_METRICS,"Model keyword is architecture-derived; no model-specific search-volume, KD, or CPC row exists in the keyword master.",M-108 Titanium Dioxide for Plastics | TiO2 Malaysia,"Evaluate M-108 titanium dioxide for masterbatch, compounds, polyolefin and PVC film, and high-thermal-stability plastics. Review data, sample or RFQ.",M-108 Titanium Dioxide for Plastics and Masterbatch Evaluation,https://tio2products.com/products/m-108/,"index, follow",Product|BreadcrumbList,PRODUCT-000,PRODUCT-000|APPLICATION_PAGES|PROCESS_PAGES,2026-09-13,YES,NONE,CURRENT_APPROVED_OR_PRERELEASE_VALUE_DELIVERED,pages/products/detail-template/05_review/GRADE-M108_CURRENT_GATE9_BASELINE_MANIFEST_V0.3.md
GRADE-M210,PRODUCTS,M-210,/products/m-210/,Grade product page,GLOBAL,EN,M-210 titanium dioxide,M-210 rutile titanium dioxide | M-210 TiO2 | M-210 titanium dioxide for masterbatch | M-210 TDS | M-210 titanium dioxide sample | M-210 titanium dioxide supplier,C,Technical Evaluation / RFQ,PRD-V0.3-GRADE-MAPPING,Polyolefin masterbatch and engineering plastics grade.,generic titanium dioxide for application | process-category primary term | country supplier primary term,This page owns M-210 model intent only; Applications owns generic use-case intent; process pages own generic process intent.,P1,APPROVED_PRD_V0.3,PROVISIONAL_KEYWORD_NO_METRICS,"Model keyword is architecture-derived; no model-specific search-volume, KD, or CPC row exists in the keyword master.",M-210 Titanium Dioxide for Masterbatch | TiO2 Malaysia,"Evaluate M-210 titanium dioxide for polyolefin masterbatch, PE, PP, ABS, PS and copolymer applications. Review typical data, request a sample or RFQ.",M-210 Titanium Dioxide for Masterbatch and Plastics Evaluation,https://tio2products.com/products/m-210/,"index, follow",Product|BreadcrumbList,PRODUCT-000,PRODUCT-000|APPLICATION_PAGES|PROCESS_PAGES,2026-09-13,YES,NONE,CURRENT_APPROVED_OR_PRERELEASE_VALUE_DELIVERED,pages/products/detail-template/05_review/GRADE-M210_CURRENT_GATE9_BASELINE_MANIFEST_V0.3.md
GRADE-M340,PRODUCTS,M-340,/products/m-340/,Grade product page,GLOBAL,EN,M-340 titanium dioxide,M-340 rutile titanium dioxide | M-340 TiO2 | M-340 titanium dioxide for plastics | M-340 TDS | M-340 titanium dioxide sample | M-340 titanium dioxide supplier,C,Technical Evaluation / RFQ,PRD-V0.3-GRADE-MAPPING,High-concentration masterbatch and film grade.,generic titanium dioxide for application | process-category primary term | country supplier primary term,This page owns M-340 model intent only; Applications owns generic use-case intent; process pages own generic process intent.,P1,APPROVED_PRD_V0.3,PROVISIONAL_KEYWORD_NO_METRICS,"Model keyword is architecture-derived; no model-specific search-volume, KD, or CPC row exists in the keyword master.",M-340 Titanium Dioxide for Plastics | TiO2 Malaysia,"Evaluate M-340 titanium dioxide for masterbatch, films, injection plastics and other documented uses. Review technical data, request a sample or RFQ.",M-340 Titanium Dioxide for Plastics and Masterbatch Evaluation,https://tio2products.com/products/m-340/,"index, follow",Product|BreadcrumbList,PRODUCT-000,PRODUCT-000|APPLICATION_PAGES|PROCESS_PAGES,2026-09-13,YES,NONE,CURRENT_APPROVED_OR_PRERELEASE_VALUE_DELIVERED,pages/products/detail-template/05_review/GRADE-M340_CURRENT_GATE9_BASELINE_MANIFEST_V0.3.md
GRADE-M886,PRODUCTS,M-886,/products/m-886/,Grade product page,GLOBAL,EN,M-886 titanium dioxide,M-886 rutile titanium dioxide | M-886 TiO2 | M-886 titanium dioxide for plastics | M-886 TDS | M-886 titanium dioxide sample | M-886 titanium dioxide supplier,C,Technical Evaluation / RFQ,PRD-V0.3-GRADE-MAPPING,Bright-white plastics and high-temperature processing grade.,generic titanium dioxide for application | process-category primary term | country supplier primary term,This page owns M-886 model intent only; Applications owns generic use-case intent; process pages own generic process intent.,P1,APPROVED_PRD_V0.3,PROVISIONAL_KEYWORD_NO_METRICS,"Model keyword is architecture-derived; no model-specific search-volume, KD, or CPC row exists in the keyword master.",M-886 Titanium Dioxide for Plastics | TiO2 Malaysia,"Evaluate M-886 titanium dioxide for polyolefin masterbatch, cast-film processing and engineering plastics. Review typical data, request a sample or RFQ.",M-886 Titanium Dioxide for Plastics and Masterbatch Evaluation,https://tio2products.com/products/m-886/,"index, follow",Product|BreadcrumbList,PRODUCT-000,PRODUCT-000|APPLICATION_PAGES|PROCESS_PAGES,2026-09-13,YES,NONE,CURRENT_APPROVED_OR_PRERELEASE_VALUE_DELIVERED,pages/products/detail-template/05_review/GRADE-M886_CURRENT_GATE9_BASELINE_MANIFEST_V0.3.md
GRADE-M52,PRODUCTS,M-52,/products/m-52/,Grade product page,GLOBAL,EN,M-52 titanium dioxide,M-52 rutile titanium dioxide | M-52 TiO2 | M-52 titanium dioxide for printing inks | M-52 TDS | M-52 titanium dioxide sample | M-52 titanium dioxide supplier,C,Technical Evaluation / RFQ,PRD-V0.3-GRADE-MAPPING,Printing-ink grade with can-coating and high-gloss interior support use.,generic titanium dioxide for application | process-category primary term | country supplier primary term,This page owns M-52 model intent only; Applications owns generic use-case intent; process pages own generic process intent.,P1,APPROVED_PRD_V0.3,PROVISIONAL_KEYWORD_NO_METRICS,"Model keyword is architecture-derived; no model-specific search-volume, KD, or CPC row exists in the keyword master.",M-52 Titanium Dioxide for Printing Inks | TiO2 Malaysia,"Evaluate M-52 titanium dioxide for printing inks, can coatings and high-gloss interior architectural coatings. Review typical data, sample or RFQ.",M-52 Titanium Dioxide for Printing Inks and Coatings Evaluation,https://tio2products.com/products/m-52/,"index, follow",Product|BreadcrumbList,PRODUCT-000,PRODUCT-000|APPLICATION_PAGES|PROCESS_PAGES,2026-09-13,YES,NONE,CURRENT_APPROVED_OR_PRERELEASE_VALUE_DELIVERED,pages/products/detail-template/05_review/GRADE-M52_CURRENT_GATE9_BASELINE_MANIFEST_V0.3.md
GRADE-M2377,PRODUCTS,M-2377,/products/m-2377/,Grade product page,GLOBAL,EN,M-2377 titanium dioxide,M-2377 rutile titanium dioxide | M-2377 TiO2 | M-2377 titanium dioxide for multi-application | M-2377 TDS | M-2377 titanium dioxide sample | M-2377 titanium dioxide supplier,C,Technical Evaluation / RFQ,PRD-V0.3-GRADE-MAPPING,Multi-application page; process and application claims remain restricted to verified TDS facts.,generic titanium dioxide for application | process-category primary term | country supplier primary term,This page owns M-2377 model intent only; Applications owns generic use-case intent; process pages own generic process intent.,P1,APPROVED_PRD_V0.3,TECHNICAL_VERIFICATION_REQUIRED,URL and model keyword are approved; conflicting or differentiating technical claims must remain unrendered until verified.,M-2377 Titanium Dioxide | TiO2 Malaysia,"Evaluate M-2377 titanium dioxide for coatings, plastics, masterbatch, printing inks and paper. Review typical data, request a sample or RFQ.","M-2377 Titanium Dioxide for Coatings, Plastics, Masterbatch, Inks and Paper",https://tio2products.com/products/m-2377/,"index, follow",Product|BreadcrumbList,PRODUCT-000,PRODUCT-000|APPLICATION_PAGES|PROCESS_PAGES,2026-09-13,YES,UNVERIFIED_PROCESS_OR_DIFFERENTIATING_CLAIMS_MUST_NOT_RENDER,CURRENT_APPROVED_OR_PRERELEASE_VALUE_DELIVERED,pages/products/detail-template/05_review/GRADE-M2377_CURRENT_GATE9_BASELINE_MANIFEST_V0.3.md
GRADE-CR901,PRODUCTS,CR-901,/products/cr-901/,Grade product page,GLOBAL,EN,CR-901 titanium dioxide,CR-901 rutile titanium dioxide | CR-901 TiO2 | CR-901 titanium dioxide for high-purity rutile | CR-901 TDS | CR-901 titanium dioxide sample | CR-901 titanium dioxide supplier,C,Technical Evaluation / RFQ,PRD-V0.3-GRADE-MAPPING,"High-purity specialty grade for electronic ceramics, optical, battery, and specialist materials.",generic titanium dioxide for application | process-category primary term | country supplier primary term,This page owns CR-901 model intent only; Applications owns generic use-case intent; process pages own generic process intent.,P1,APPROVED_PRD_V0.3,PROVISIONAL_KEYWORD_NO_METRICS,"Model keyword is architecture-derived; no model-specific search-volume, KD, or CPC row exists in the keyword master.",CR-901 Titanium Dioxide Specialty Grade | TiO2 Malaysia,"Evaluate CR-901 titanium dioxide for electronic ceramics, optical glass, battery materials and special metallurgy. Review typical data, request a sample or RFQ.",CR-901 High-Purity Rutile Titanium Dioxide for Specialty Materials,https://tio2products.com/products/cr-901/,"index, follow",Product|BreadcrumbList,PRODUCT-000,PRODUCT-000|APPLICATION_PAGES|PROCESS_PAGES,2026-09-13,YES,NONE,CURRENT_APPROVED_OR_PRERELEASE_VALUE_DELIVERED,pages/products/detail-template/05_review/GRADE-CR901_CURRENT_GATE9_BASELINE_MANIFEST_V0.3.md
APP-000,APPLICATIONS,Applications,/applications/,Navigation hub,GLOBAL,EN,NO_PRIMARY_KEYWORD,coatings | plastics | masterbatch | printing inks | paper,N,Navigation,APP-01 | APP-02 | APP-03 | APP-04 | APP-05,Route buyers from use case to application pages and suitable grades.,all generic application primary keywords,Hub does not own application primary terms; each child application page owns one use-case cluster.,P1,APPROVED_PUBLICATION_TARGET_2026-09-13,NO_DIRECT_KEYWORD_TARGET,URL and final hub content remain part of the later Applications design.,Applications | TiO2 Malaysia,"Explore titanium dioxide application paths for coatings, plastics, masterbatch, printing inks, paper and specialty materials.",Explore Titanium Dioxide by Application,https://tio2products.com/applications/,"index, follow",CollectionPage|ItemList|BreadcrumbList,HOME-001,HOME-001|GLOBAL_CHROME_PRIMARY_NAV,2026-09-13,YES,FINAL_PAGE_CONTRACT_MUST_CLOSE_BEFORE_RELEASE,CURRENT_VALUE_DELIVERED_PENDING_PLAN_TASK_2_FINAL_RECONFIRMATION,pages/applications/APP-000_CURRENT_GATE_BASELINE_MANIFEST_V1.12.md
APP-COAT,APPLICATIONS,TiO2 for Coatings,/applications/titanium-dioxide-for-coatings/,Application landing page,GLOBAL,EN,titanium dioxide for coatings,titanium dioxide for paint | tio2 for coatings | tio2 pigment for paint | rutile titanium dioxide for coatings,C,Technical Evaluation / Supplier Search,APP-01,Own generic Coatings use-case intent and recommend verified grades.,exact grade primary terms | country supplier primary terms | process-category primary terms,Application page owns generic use-case intent; grade pages own exact model intent and link back for broader selection.,P1,APPROVED_PUBLICATION_TARGET_2026-09-13,QUALITATIVE_KEYWORD_EVIDENCE,Page purpose is approved; final URL and product mapping require the Applications design pass.,Titanium Dioxide for Coatings | Grade Evaluation,"Compare TiO2 grades in your coating system by formulation, dispersion, film, exposure and test basis. Review Grades, documents, samples and RFQ inputs.",Titanium Dioxide for Coatings,https://tio2products.com/applications/titanium-dioxide-for-coatings/,"index, follow",WebPage|BreadcrumbList,APP-000,APP-000|HOME-001,2026-09-13,YES,FINAL_URL_AND_PRODUCT_MAPPING_MUST_CLOSE_BEFORE_RELEASE,CURRENT_VALUE_DELIVERED_PENDING_PLAN_TASK_2_FINAL_RECONFIRMATION,pages/applications/coatings/APP-COAT_CURRENT_GATE_BASELINE_MANIFEST_V0.12.md
APP-PLAS,APPLICATIONS,TiO2 for Plastics,/applications/titanium-dioxide-for-plastics/,Application landing page,GLOBAL,EN,titanium dioxide for plastics,tio2 for plastics | titanium dioxide for pvc | titanium dioxide for pe | titanium dioxide for pp | titanium dioxide for abs | titanium dioxide for pet | titanium dioxide for plastic film | titanium dioxide for engineering plastics,C,Technical Evaluation / Supplier Search,APP-02,Own generic Plastics use-case intent and recommend verified grades.,exact grade primary terms | country supplier primary terms | process-category primary terms,Application page owns generic use-case intent; grade pages own exact model intent and link back for broader selection.,P1,APPROVED_PUBLICATION_TARGET_2026-09-13,QUALITATIVE_KEYWORD_EVIDENCE,Page purpose is approved; final URL and product mapping require the Applications design pass.,Titanium Dioxide for Plastics | Grade Evaluation,"Compare TiO2 candidates in a defined plastic resin, process, specimen and exposure. Review Product Grades and prepare a document, sample or quotation request.",Titanium Dioxide for Plastics,https://tio2products.com/applications/titanium-dioxide-for-plastics/,"index, follow",WebPage|BreadcrumbList,APP-000,APP-000|HOME-001,2026-09-13,YES,FINAL_URL_AND_PRODUCT_MAPPING_MUST_CLOSE_BEFORE_RELEASE,CURRENT_VALUE_DELIVERED_PENDING_PLAN_TASK_2_FINAL_RECONFIRMATION,pages/applications/plastics/APP-PLAS_CURRENT_GATE_BASELINE_MANIFEST_V0.12.md
APP-MB,APPLICATIONS,TiO2 for Masterbatch,/applications/titanium-dioxide-for-masterbatch/,Application landing page,GLOBAL,EN,titanium dioxide for masterbatch,tio2 for masterbatch | masterbatch grade titanium dioxide | titanium dioxide masterbatch pigment,C,Technical Evaluation / Supplier Search,APP-03,Own generic Masterbatch use-case intent and recommend verified grades.,exact grade primary terms | country supplier primary terms | process-category primary terms,Application page owns generic use-case intent; grade pages own exact model intent and link back for broader selection.,P1,APPROVED_PUBLICATION_TARGET_2026-09-13,QUALITATIVE_KEYWORD_EVIDENCE,Page purpose is approved; final URL and product mapping require the Applications design pass.,Titanium Dioxide for Masterbatch Evaluation | TiO2 Malaysia,Evaluate titanium dioxide for masterbatch by separating concentrate processing from final-article evidence. Review Product Grades and prepare your request.,Titanium Dioxide for Masterbatch,https://tio2products.com/applications/titanium-dioxide-for-masterbatch/,"index, follow",WebPage|BreadcrumbList,APP-000,APP-000|HOME-001,2026-09-13,YES,FINAL_URL_AND_PRODUCT_MAPPING_MUST_CLOSE_BEFORE_RELEASE,CURRENT_VALUE_DELIVERED_PENDING_PLAN_TASK_2_FINAL_RECONFIRMATION,pages/applications/masterbatch/APP-MB_CURRENT_GATE_BASELINE_MANIFEST_V0.13.md
APP-INK,APPLICATIONS,TiO2 for Printing Inks,/applications/titanium-dioxide-for-printing-inks/,Application landing page,GLOBAL,EN,titanium dioxide for printing inks,tio2 for inks,C,Technical Evaluation / Supplier Search,APP-04,Own generic Printing inks use-case intent and recommend verified grades.,exact grade primary terms | country supplier primary terms | process-category primary terms,Application page owns generic use-case intent; grade pages own exact model intent and link back for broader selection.,P2,APPROVED_PUBLICATION_TARGET_2026-09-13,QUALITATIVE_KEYWORD_EVIDENCE,Page purpose is approved; final URL and product mapping require the Applications design pass.,Titanium Dioxide for Printing Inks | TiO2 Malaysia,"Compare titanium dioxide candidates in a defined white-ink and print system. Review Product Grades and prepare a document, sample or quotation request.",Titanium Dioxide for Printing Inks,https://tio2products.com/applications/titanium-dioxide-for-printing-inks/,"index, follow",WebPage|BreadcrumbList,APP-000,APP-000|HOME-001,2026-09-13,YES,FINAL_URL_AND_PRODUCT_MAPPING_MUST_CLOSE_BEFORE_RELEASE,CURRENT_VALUE_DELIVERED_PENDING_PLAN_TASK_2_FINAL_RECONFIRMATION,pages/applications/printing-inks/APP-INK_CURRENT_GATE_BASELINE_MANIFEST_V0.9.md
APP-PAPER,APPLICATIONS,TiO2 for Paper,/applications/titanium-dioxide-for-paper/,Application landing page,GLOBAL,EN,titanium dioxide for paper,tio2 for paper,C,Technical Evaluation / Supplier Search,APP-05,Own generic Paper use-case intent and recommend verified grades.,exact grade primary terms | country supplier primary terms | process-category primary terms,Application page owns generic use-case intent; grade pages own exact model intent and link back for broader selection.,P2,APPROVED_PUBLICATION_TARGET_2026-09-13,QUALITATIVE_KEYWORD_EVIDENCE,Page purpose is approved; final URL and product mapping require the Applications design pass.,Titanium Dioxide for Paper Evaluation | TiO2 Malaysia,"Evaluate titanium dioxide for paper in a defined system. Compare method-matched results, review Product Grades, and prepare document, sample or RFQ details.",Titanium Dioxide for Paper,https://tio2products.com/applications/titanium-dioxide-for-paper/,"index, follow",WebPage|BreadcrumbList,APP-000,APP-000|HOME-001,2026-09-13,YES,FINAL_URL_AND_PRODUCT_MAPPING_MUST_CLOSE_BEFORE_RELEASE,CURRENT_VALUE_DELIVERED_PENDING_PLAN_TASK_2_FINAL_RECONFIRMATION,pages/applications/paper/APP-PAPER_CURRENT_GATE_BASELINE_MANIFEST_V0.11.md
DOC-000,DOCUMENTS,Documents & Compliance,/documents/,Navigation hub,GLOBAL,EN,NO_PRIMARY_KEYWORD,TDS | SDS | COA | COO | REACH,N,Navigation,COMP-01 | COMP-02 | COMP-03,Route buyers to document explanations and request workflow.,individual document primary terms,"Hub does not own individual document clusters; child pages own REACH, technical documents, and COO terms.",P1,APPROVED_PUBLICATION_TARGET_2026-09-13,NO_DIRECT_KEYWORD_TARGET,Detailed Documents architecture is scheduled for a later PRD version.,Documents for Product Qualification | TiO2 Malaysia,"Request technical, safety, quality, COA, origin and supplier-qualification documentation for a selected titanium dioxide grade.",Documents for Product & Supplier Qualification,https://tio2products.com/documents/,"index, follow",CollectionPage|ItemList|BreadcrumbList,HOME-001,HOME-001|GLOBAL_CHROME_PRIMARY_NAV,2026-09-13,YES,FINAL_PAGE_CONTRACT_MUST_CLOSE_BEFORE_RELEASE,CURRENT_VALUE_DELIVERED_PENDING_PLAN_TASK_2_FINAL_RECONFIRMATION,pages/documents/06_handoff/DOC-000_CURRENT_GATE7_BASELINE_MANIFEST_V0.2.md
DOC-REACH,DOCUMENTS,Titanium Dioxide REACH,/documents/reach/,Document / compliance page,GLOBAL,EN,titanium dioxide reach registration,reach compliant titanium dioxide | titanium dioxide reach supplier,I,Technical Evaluation,COMP-01,Explain verified REACH-related coverage and route qualified document requests.,grade primary terms | country supplier primary terms,Document page owns document/compliance intent; product pages only mention grade-specific availability and link here or to the request form.,P1,APPROVED_PUBLICATION_TARGET_2026-09-13,FACT_EVIDENCE_REQUIRED,Regulatory and document claims require current evidence and approval before publication.,Titanium Dioxide REACH Registration: What to Verify | TiO2 Malaysia,"Understand which EU REACH information titanium dioxide buyers should verify across substance identity, legal-entity scope, supply-chain role, source and review date.",Titanium Dioxide REACH Registration: What Procurement Teams Should Verify,https://tio2products.com/documents/reach/,"index, follow",WebPage|BreadcrumbList,DOC-000,DOC-000|RES-000,2026-09-13,YES,UNVERIFIED_REGULATORY_CLAIMS_MUST_NOT_RENDER,CURRENT_VALUE_DELIVERED_PENDING_PLAN_TASK_2_FINAL_RECONFIRMATION,pages/documents/reach/06_handoff/DOC-REACH_CURRENT_GATE9_BASELINE_MANIFEST_V0.17.md
DOC-TDS,DOCUMENTS,"TDS, SDS & COA",/documents/tds-sds-coa/,Document / compliance page,GLOBAL,EN,titanium dioxide tds,titanium dioxide sds | titanium dioxide coa | titanium dioxide technical data sheet | titanium dioxide safety data sheet | request titanium dioxide documents,I,Technical Evaluation,COMP-02,"Explain TDS, SDS, COA availability, grade applicability, and controlled request workflow.",grade primary terms | country supplier primary terms,Document page owns document/compliance intent; product pages only mention grade-specific availability and link here or to the request form.,P1,APPROVED_PUBLICATION_TARGET_2026-09-13,FACT_EVIDENCE_REQUIRED,Regulatory and document claims require current evidence and approval before publication.,"Titanium Dioxide TDS, SDS & COA: What to Request | TiO2 Malaysia","Understand the difference between titanium dioxide TDS, SDS and COA, add the relevant product or batch context, and request the documents needed for review.","Titanium Dioxide TDS, SDS & COA: What to Request",https://tio2products.com/documents/tds-sds-coa/,"index, follow",WebPage|BreadcrumbList,DOC-000,DOC-000|RES-000,2026-09-13,YES,UNVERIFIED_AVAILABILITY_CLAIMS_MUST_NOT_RENDER,CURRENT_VALUE_DELIVERED_PENDING_PLAN_TASK_2_FINAL_RECONFIRMATION,pages/documents/tds-sds-coa/05_review/DOC-TDS_CURRENT_GATE9_BASELINE_MANIFEST_V0.3.md
DOC-COO,DOCUMENTS,Certificate of Origin,/documents/certificate-of-origin/,Document / compliance page,GLOBAL,EN,titanium dioxide country of origin certificate,titanium dioxide coo | titanium dioxide origin traceability | titanium dioxide batch traceability,I,Technical Evaluation,COMP-03,Explain Malaysia COO and traceability evidence without making unverified shipment claims.,grade primary terms | country supplier primary terms,Document page owns document/compliance intent; product pages only mention grade-specific availability and link here or to the request form.,P1,APPROVED_PUBLICATION_TARGET_2026-09-13,FACT_EVIDENCE_REQUIRED,Regulatory and document claims require current evidence and approval before publication.,Certificate of Origin for Titanium Dioxide | TiO2 Malaysia,Understand when a titanium dioxide country of origin certificate or other proof may be relevant and what details to provide with a document request.,Certificate of Origin for Titanium Dioxide: What Buyers Should Verify,https://tio2products.com/documents/certificate-of-origin/,"index, follow",WebPage|BreadcrumbList,DOC-000,DOC-000|RES-000,2026-09-13,YES,UNVERIFIED_SHIPMENT_OR_CERTIFICATE_CLAIMS_MUST_NOT_RENDER,CURRENT_VALUE_DELIVERED_PENDING_PLAN_TASK_2_FINAL_RECONFIRMATION,pages/documents/certificate-of-origin/04_planning/DOC-COO_CURRENT_GATE_BASELINE_MANIFEST_V0.17.md
CONV-DOC,CONVERSION,Request Documents,/request-documents/,Utility conversion page,GLOBAL,EN,NO_PRIMARY_KEYWORD,request product documents | request safety documentation | request COA documentation | request origin documentation,T,Lead Capture,COMP-01 | COMP-02 | COMP-03,"Capture controlled document requests by company/contact context, product grade, document type, and optional application context; Country / Region is contact/company location only and never determines document version, applicability, or scope.",informational document primary terms | market-specific document request | destination-based document filtering | direct document download,"Utility page captures controlled requests only; informational document pages own search intent, Market pages own market content, and no country/region value controls document availability or applicability.",P0,APPROVED_PUBLICATION_TARGET_2026-09-13,NO_DIRECT_KEYWORD_TARGET,"V1.1 Gate 1 directed revision: transaction page with 14-grade editable prefill, five document types, optional application context, and approximately 500-character Additional Requirements. Independent regulatory/compliance document capability is NOT_ESTABLISHED / DO_NOT_RENDER and is not a public request option, preset parameter, analytics value, or request claim. Other Documentation is a neutral catch-all only and does not imply regulatory/compliance capability. No Market / Destination request field or market-based document logic; Country / Region is contact/company location only. Submission confirms receipt for human review, not approval, availability, sending, download, or delivery.",Request Documents | TiO2 Malaysia,"Submit a controlled request for titanium dioxide product, safety, quality, COA, origin or supplier-qualification documentation for human review.",Request Documents,https://tio2products.com/request-documents/,"index, follow",WebPage|BreadcrumbList,HOME-001,DOC-000|GLOBAL_CHROME_FOOTER,2026-09-13,YES,CONTROLLED_REQUEST_WORKFLOW_MUST_MATCH_APPROVED_CAPABILITIES,CURRENT_VALUE_DELIVERED_PENDING_PLAN_TASK_2_FINAL_RECONFIRMATION,pages/conversion/05_review/CONV-DOC_CURRENT_GATE9_BASELINE_MANIFEST_V0.4.md
RES-000,RESOURCES,Resources,/resources/,Navigation hub,GLOBAL,EN,NO_PRIMARY_KEYWORD,buying guides | technical guides | market trade updates,N,Navigation,PRODUCT-05 | BRAND-01 | BRAND-02 | TRADE-*,"Route buyers to technical, sourcing, alternative-origin, and trade-update content.",all child-guide primary terms,Hub does not own child-guide primary terms.,P2,APPROVED_PUBLICATION_TARGET_2026-09-13,NO_DIRECT_KEYWORD_TARGET,Detailed Resources taxonomy and publishing cadence remain for a later design pass.,Titanium Dioxide Procurement Resources | TiO2 Malaysia,"Explore titanium dioxide buying guides, technical evaluation principles and dated market or trade updates for sourcing decisions across the EU, UK, India and Brazil.",Resources for Titanium Dioxide Procurement Decisions,https://tio2products.com/resources/,"index, follow",CollectionPage|ItemList|BreadcrumbList,HOME-001,HOME-001|GLOBAL_CHROME_PRIMARY_NAV,2026-09-13,YES,FINAL_PAGE_CONTRACT_MUST_CLOSE_BEFORE_RELEASE,CURRENT_VALUE_DELIVERED_PENDING_PLAN_TASK_2_FINAL_RECONFIRMATION,pages/resources/06_handoff/RES-000_GATE7_MANIFEST_V0.1.md
RES-ORIGIN,RESOURCES,Non-China Titanium Dioxide Supply Guide,/resources/non-china-titanium-dioxide/,Buying guide,GLOBAL,EN,non china titanium dioxide,non chinese titanium dioxide supplier | titanium dioxide alternative origin | alternative tio2 supplier | alternative titanium dioxide supplier | titanium dioxide supplier outside china,I,Awareness / Technical Evaluation,ORIGIN-02,Explain legitimate supply diversification and Malaysia-origin alternatives without duty-circumvention language.,supplier-page primary terms | exact grade primary terms,"Resource owns research/comparison/update intent; Market, Product, and Application pages own commercial procurement intent.",P1,APPROVED_PRD_V0.3,QUALITATIVE_KEYWORD_EVIDENCE,Comparison and alternative claims require technical evidence and careful wording.,Non-China Titanium Dioxide Supply Guide | TiO2 Malaysia,"Evaluate non-China titanium dioxide supply using checks for origin evidence, technical documents, application fit and destination-market requirements.",Non-China Titanium Dioxide: A Procurement Evaluation Guide,https://tio2products.com/resources/non-china-titanium-dioxide/,"index, follow",WebPage|BreadcrumbList,RES-000,RES-000|HOME-001,2026-09-13,YES,NO_DUTY_CIRCUMVENTION_OR_UNVERIFIED_COMPARISON,CURRENT_APPROVED_OR_PRERELEASE_VALUE_DELIVERED,pages/resources/07_qa/RES-ORIGIN_CURRENT_GATE9_BASELINE_MANIFEST_V0.11.md
