relation_id,grade,application,application_status,application_source_id,application_source,application_source_type,application_source_date,application_scope,application_conflict,comparison_hold,comparison_hold_reason,application_public_behavior,process,process_status,process_source_id,process_source,process_source_type,process_source_date,process_scope,process_conflict,process_public_behavior,v01_gate1_relation_id,v01_to_v02_crosswalk_action
REL-M200-PLAS,M-200,Plastics,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M200,https://www.mytio2.com/products/m-200/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral Grade to Review mapping only;no ranking recommendation equivalence or performance implication,none,,,RENDER_NEUTRAL_MAPPING,Chloride,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M200,https://www.mytio2.com/products/m-200/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral process classification only;no process superiority or performance implication,none,RENDER_NEUTRAL_CLASSIFICATION,SEL-PLAS-M200,V01_PENDING_TO_VERIFIED
REL-M200-MB,M-200,Masterbatch,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M200,https://www.mytio2.com/products/m-200/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral Grade to Review mapping only;no ranking recommendation equivalence or performance implication,none,,,RENDER_NEUTRAL_MAPPING,Chloride,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M200,https://www.mytio2.com/products/m-200/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral process classification only;no process superiority or performance implication,none,RENDER_NEUTRAL_CLASSIFICATION,NONE,NEW_RELATION_FROM_MYTIO2_BASELINE
REL-M200-INK,M-200,Printing Inks,NO_PUBLIC_MAPPING,SRC-WEB-M200,https://www.mytio2.com/products/m-200/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,current first-party baseline does not map this grade to this application;not a technical unsuitability statement,none,,,DO_NOT_RENDER,Chloride,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M200,https://www.mytio2.com/products/m-200/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral process classification only;no process superiority or performance implication,none,RENDER_NEUTRAL_CLASSIFICATION,NONE,V01_NO_PUBLIC_MAPPING_RETAINED
REL-M200-PAPER,M-200,Paper,NO_PUBLIC_MAPPING,SRC-WEB-M200,https://www.mytio2.com/products/m-200/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,current first-party baseline does not map this grade to this application;not a technical unsuitability statement,none,,,DO_NOT_RENDER,Chloride,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M200,https://www.mytio2.com/products/m-200/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral process classification only;no process superiority or performance implication,none,RENDER_NEUTRAL_CLASSIFICATION,NONE,V01_NO_PUBLIC_MAPPING_RETAINED
REL-M200-SPEC,M-200,Specialty Materials,NO_PUBLIC_MAPPING,SRC-WEB-M200,https://www.mytio2.com/products/m-200/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,current first-party baseline does not map this grade to this application;not a technical unsuitability statement,none,,,DO_NOT_RENDER,Chloride,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M200,https://www.mytio2.com/products/m-200/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral process classification only;no process superiority or performance implication,none,RENDER_NEUTRAL_CLASSIFICATION,NONE,V01_NO_PUBLIC_MAPPING_RETAINED
REL-M108-COAT,M-108,Coatings,NO_PUBLIC_MAPPING,SRC-WEB-M108,https://www.mytio2.com/products/m-108/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,current first-party baseline does not map this grade to this application;not a technical unsuitability statement,none,,,DO_NOT_RENDER,Sulfate,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M108,https://www.mytio2.com/products/m-108/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral process classification only;no process superiority or performance implication,none,RENDER_NEUTRAL_CLASSIFICATION,NONE,V01_NO_PUBLIC_MAPPING_RETAINED
REL-M108-PLAS,M-108,Plastics,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M108,https://www.mytio2.com/products/m-108/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral Grade to Review mapping only;no ranking recommendation equivalence or performance implication,none,,,RENDER_NEUTRAL_MAPPING,Sulfate,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M108,https://www.mytio2.com/products/m-108/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral process classification only;no process superiority or performance implication,none,RENDER_NEUTRAL_CLASSIFICATION,SEL-PLAS-M108,V01_PENDING_TO_VERIFIED
REL-M108-MB,M-108,Masterbatch,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M108,https://www.mytio2.com/products/m-108/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral Grade to Review mapping only;no ranking recommendation equivalence or performance implication,none,,,RENDER_NEUTRAL_MAPPING,Sulfate,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M108,https://www.mytio2.com/products/m-108/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral process classification only;no process superiority or performance implication,none,RENDER_NEUTRAL_CLASSIFICATION,SEL-MB-M108,V01_PENDING_TO_VERIFIED
REL-M108-INK,M-108,Printing Inks,NO_PUBLIC_MAPPING,SRC-WEB-M108,https://www.mytio2.com/products/m-108/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,current first-party baseline does not map this grade to this application;not a technical unsuitability statement,none,,,DO_NOT_RENDER,Sulfate,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M108,https://www.mytio2.com/products/m-108/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral process classification only;no process superiority or performance implication,none,RENDER_NEUTRAL_CLASSIFICATION,NONE,V01_NO_PUBLIC_MAPPING_RETAINED
REL-M108-PAPER,M-108,Paper,NO_PUBLIC_MAPPING,SRC-WEB-M108,https://www.mytio2.com/products/m-108/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,current first-party baseline does not map this grade to this application;not a technical unsuitability statement,none,,,DO_NOT_RENDER,Sulfate,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M108,https://www.mytio2.com/products/m-108/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral process classification only;no process superiority or performance implication,none,RENDER_NEUTRAL_CLASSIFICATION,NONE,V01_NO_PUBLIC_MAPPING_RETAINED
REL-M108-SPEC,M-108,Specialty Materials,NO_PUBLIC_MAPPING,SRC-WEB-M108,https://www.mytio2.com/products/m-108/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,current first-party baseline does not map this grade to this application;not a technical unsuitability statement,none,,,DO_NOT_RENDER,Sulfate,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M108,https://www.mytio2.com/products/m-108/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral process classification only;no process superiority or performance implication,none,RENDER_NEUTRAL_CLASSIFICATION,NONE,V01_NO_PUBLIC_MAPPING_RETAINED
REL-M210-COAT,M-210,Coatings,NO_PUBLIC_MAPPING,SRC-WEB-M210,https://www.mytio2.com/products/m-210/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,current first-party baseline does not map this grade to this application;not a technical unsuitability statement,none,,,DO_NOT_RENDER,Chloride,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M210,https://www.mytio2.com/products/m-210/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral process classification only;no process superiority or performance implication,none,RENDER_NEUTRAL_CLASSIFICATION,NONE,V01_NO_PUBLIC_MAPPING_RETAINED
REL-M210-PLAS,M-210,Plastics,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M210,https://www.mytio2.com/products/m-210/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral Grade to Review mapping only;no ranking recommendation equivalence or performance implication,none,,,RENDER_NEUTRAL_MAPPING,Chloride,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M210,https://www.mytio2.com/products/m-210/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral process classification only;no process superiority or performance implication,none,RENDER_NEUTRAL_CLASSIFICATION,SEL-PLAS-M210,V01_PENDING_TO_VERIFIED
REL-M210-MB,M-210,Masterbatch,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M210,https://www.mytio2.com/products/m-210/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral Grade to Review mapping only;no ranking recommendation equivalence or performance implication,none,,,RENDER_NEUTRAL_MAPPING,Chloride,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M210,https://www.mytio2.com/products/m-210/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral process classification only;no process superiority or performance implication,none,RENDER_NEUTRAL_CLASSIFICATION,SEL-MB-M210,V01_PENDING_TO_VERIFIED
REL-M210-INK,M-210,Printing Inks,NO_PUBLIC_MAPPING,SRC-WEB-M210,https://www.mytio2.com/products/m-210/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,current first-party baseline does not map this grade to this application;not a technical unsuitability statement,none,,,DO_NOT_RENDER,Chloride,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M210,https://www.mytio2.com/products/m-210/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral process classification only;no process superiority or performance implication,none,RENDER_NEUTRAL_CLASSIFICATION,NONE,V01_NO_PUBLIC_MAPPING_RETAINED
REL-M210-PAPER,M-210,Paper,NO_PUBLIC_MAPPING,SRC-WEB-M210,https://www.mytio2.com/products/m-210/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,current first-party baseline does not map this grade to this application;not a technical unsuitability statement,none,,,DO_NOT_RENDER,Chloride,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M210,https://www.mytio2.com/products/m-210/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral process classification only;no process superiority or performance implication,none,RENDER_NEUTRAL_CLASSIFICATION,NONE,V01_NO_PUBLIC_MAPPING_RETAINED
REL-M210-SPEC,M-210,Specialty Materials,NO_PUBLIC_MAPPING,SRC-WEB-M210,https://www.mytio2.com/products/m-210/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,current first-party baseline does not map this grade to this application;not a technical unsuitability statement,none,,,DO_NOT_RENDER,Chloride,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M210,https://www.mytio2.com/products/m-210/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral process classification only;no process superiority or performance implication,none,RENDER_NEUTRAL_CLASSIFICATION,NONE,V01_NO_PUBLIC_MAPPING_RETAINED
REL-M340-COAT,M-340,Coatings,NO_PUBLIC_MAPPING,SRC-WEB-M340,https://www.mytio2.com/products/m-340/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,current first-party baseline does not map this grade to this application;not a technical unsuitability statement,none,,,DO_NOT_RENDER,Chloride,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M340,https://www.mytio2.com/products/m-340/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral process classification only;no process superiority or performance implication,none,RENDER_NEUTRAL_CLASSIFICATION,NONE,V01_NO_PUBLIC_MAPPING_RETAINED
REL-M340-PLAS,M-340,Plastics,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M340,https://www.mytio2.com/products/m-340/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral Grade to Review mapping only;no ranking recommendation equivalence or performance implication,none,,,RENDER_NEUTRAL_MAPPING,Chloride,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M340,https://www.mytio2.com/products/m-340/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral process classification only;no process superiority or performance implication,none,RENDER_NEUTRAL_CLASSIFICATION,SEL-PLAS-M340,V01_PENDING_TO_VERIFIED
REL-M340-MB,M-340,Masterbatch,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M340,https://www.mytio2.com/products/m-340/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral Grade to Review mapping only;no ranking recommendation equivalence or performance implication,none,,,RENDER_NEUTRAL_MAPPING,Chloride,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M340,https://www.mytio2.com/products/m-340/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral process classification only;no process superiority or performance implication,none,RENDER_NEUTRAL_CLASSIFICATION,SEL-MB-M340,V01_PENDING_TO_VERIFIED
REL-M340-INK,M-340,Printing Inks,NO_PUBLIC_MAPPING,SRC-WEB-M340,https://www.mytio2.com/products/m-340/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,current first-party baseline does not map this grade to this application;not a technical unsuitability statement,none,,,DO_NOT_RENDER,Chloride,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M340,https://www.mytio2.com/products/m-340/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral process classification only;no process superiority or performance implication,none,RENDER_NEUTRAL_CLASSIFICATION,NONE,V01_NO_PUBLIC_MAPPING_RETAINED
REL-M340-PAPER,M-340,Paper,NO_PUBLIC_MAPPING,SRC-WEB-M340,https://www.mytio2.com/products/m-340/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,current first-party baseline does not map this grade to this application;not a technical unsuitability statement,none,,,DO_NOT_RENDER,Chloride,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M340,https://www.mytio2.com/products/m-340/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral process classification only;no process superiority or performance implication,none,RENDER_NEUTRAL_CLASSIFICATION,NONE,V01_NO_PUBLIC_MAPPING_RETAINED
REL-M340-SPEC,M-340,Specialty Materials,NO_PUBLIC_MAPPING,SRC-WEB-M340,https://www.mytio2.com/products/m-340/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,current first-party baseline does not map this grade to this application;not a technical unsuitability statement,none,,,DO_NOT_RENDER,Chloride,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M340,https://www.mytio2.com/products/m-340/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral process classification only;no process superiority or performance implication,none,RENDER_NEUTRAL_CLASSIFICATION,NONE,V01_NO_PUBLIC_MAPPING_RETAINED
REL-M886-COAT,M-886,Coatings,NO_PUBLIC_MAPPING,SRC-WEB-M886,https://www.mytio2.com/products/m-886/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,current first-party baseline does not map this grade to this application;not a technical unsuitability statement,none,,,DO_NOT_RENDER,Chloride,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M886,https://www.mytio2.com/products/m-886/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral process classification only;no process superiority or performance implication,none,RENDER_NEUTRAL_CLASSIFICATION,NONE,V01_NO_PUBLIC_MAPPING_RETAINED
REL-M886-PLAS,M-886,Plastics,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M886,https://www.mytio2.com/products/m-886/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral Grade to Review mapping only;no ranking recommendation equivalence or performance implication,none,,,RENDER_NEUTRAL_MAPPING,Chloride,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M886,https://www.mytio2.com/products/m-886/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral process classification only;no process superiority or performance implication,none,RENDER_NEUTRAL_CLASSIFICATION,SEL-PLAS-M886,V01_PENDING_TO_VERIFIED
REL-M886-MB,M-886,Masterbatch,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M886,https://www.mytio2.com/products/m-886/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral Grade to Review mapping only;no ranking recommendation equivalence or performance implication,none,,,RENDER_NEUTRAL_MAPPING,Chloride,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M886,https://www.mytio2.com/products/m-886/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral process classification only;no process superiority or performance implication,none,RENDER_NEUTRAL_CLASSIFICATION,SEL-MB-M886,V01_PENDING_TO_VERIFIED
REL-M886-INK,M-886,Printing Inks,NO_PUBLIC_MAPPING,SRC-WEB-M886,https://www.mytio2.com/products/m-886/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,current first-party baseline does not map this grade to this application;not a technical unsuitability statement,none,,,DO_NOT_RENDER,Chloride,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M886,https://www.mytio2.com/products/m-886/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral process classification only;no process superiority or performance implication,none,RENDER_NEUTRAL_CLASSIFICATION,NONE,V01_NO_PUBLIC_MAPPING_RETAINED
REL-M886-PAPER,M-886,Paper,NO_PUBLIC_MAPPING,SRC-WEB-M886,https://www.mytio2.com/products/m-886/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,current first-party baseline does not map this grade to this application;not a technical unsuitability statement,none,,,DO_NOT_RENDER,Chloride,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M886,https://www.mytio2.com/products/m-886/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral process classification only;no process superiority or performance implication,none,RENDER_NEUTRAL_CLASSIFICATION,NONE,V01_NO_PUBLIC_MAPPING_RETAINED
REL-M886-SPEC,M-886,Specialty Materials,NO_PUBLIC_MAPPING,SRC-WEB-M886,https://www.mytio2.com/products/m-886/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,current first-party baseline does not map this grade to this application;not a technical unsuitability statement,none,,,DO_NOT_RENDER,Chloride,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M886,https://www.mytio2.com/products/m-886/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral process classification only;no process superiority or performance implication,none,RENDER_NEUTRAL_CLASSIFICATION,NONE,V01_NO_PUBLIC_MAPPING_RETAINED
REL-M52-COAT,M-52,Coatings,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M52,https://www.mytio2.com/products/m-52/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral Grade to Review mapping only;no ranking recommendation equivalence or performance implication,none,,,RENDER_NEUTRAL_MAPPING,Sulfate,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M52,https://www.mytio2.com/products/m-52/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral process classification only;no process superiority or performance implication,none,RENDER_NEUTRAL_CLASSIFICATION,SEL-COAT-M52,V01_PENDING_TO_VERIFIED
REL-M52-PLAS,M-52,Plastics,NO_PUBLIC_MAPPING,SRC-WEB-M52,https://www.mytio2.com/products/m-52/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,current first-party baseline does not map this grade to this application;not a technical unsuitability statement,none,,,DO_NOT_RENDER,Sulfate,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M52,https://www.mytio2.com/products/m-52/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral process classification only;no process superiority or performance implication,none,RENDER_NEUTRAL_CLASSIFICATION,NONE,V01_NO_PUBLIC_MAPPING_RETAINED
REL-M52-MB,M-52,Masterbatch,NO_PUBLIC_MAPPING,SRC-WEB-M52,https://www.mytio2.com/products/m-52/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,current first-party baseline does not map this grade to this application;not a technical unsuitability statement,none,,,DO_NOT_RENDER,Sulfate,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M52,https://www.mytio2.com/products/m-52/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral process classification only;no process superiority or performance implication,none,RENDER_NEUTRAL_CLASSIFICATION,NONE,V01_NO_PUBLIC_MAPPING_RETAINED
REL-M52-INK,M-52,Printing Inks,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M52,https://www.mytio2.com/products/m-52/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral Grade to Review mapping only;no ranking recommendation equivalence or performance implication,none,,,RENDER_NEUTRAL_MAPPING,Sulfate,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M52,https://www.mytio2.com/products/m-52/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral process classification only;no process superiority or performance implication,none,RENDER_NEUTRAL_CLASSIFICATION,SEL-INK-M52,V01_PENDING_TO_VERIFIED
REL-M52-PAPER,M-52,Paper,NO_PUBLIC_MAPPING,SRC-WEB-M52,https://www.mytio2.com/products/m-52/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,current first-party baseline does not map this grade to this application;not a technical unsuitability statement,none,,,DO_NOT_RENDER,Sulfate,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M52,https://www.mytio2.com/products/m-52/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral process classification only;no process superiority or performance implication,none,RENDER_NEUTRAL_CLASSIFICATION,NONE,V01_NO_PUBLIC_MAPPING_RETAINED
REL-M52-SPEC,M-52,Specialty Materials,NO_PUBLIC_MAPPING,SRC-WEB-M52,https://www.mytio2.com/products/m-52/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,current first-party baseline does not map this grade to this application;not a technical unsuitability statement,none,,,DO_NOT_RENDER,Sulfate,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-M52,https://www.mytio2.com/products/m-52/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral process classification only;no process superiority or performance implication,none,RENDER_NEUTRAL_CLASSIFICATION,NONE,V01_NO_PUBLIC_MAPPING_RETAINED
REL-M2377-COAT,M-2377,Coatings,VERIFIED_FOR_PUBLIC_MAPPING,ATT-M2377-SR2377,D:/01AICode/7.27 马来全套TDS +应用指南/TDS-SR2377.pdf,USER_CONFIRMED_CURRENT_VALID_TECHNICAL_MATERIAL,user confirmed current valid 2026-08-30,Interior and exterior coatings; emulsion paints; powder coatings; primer paints; neutral Grade-to-Application mapping only,none,,,RENDER_NEUTRAL_MAPPING,Sulfate,VERIFIED_FOR_PUBLIC_MAPPING,SRC-USER-M2377-SULFATE-20260830,User technical decision: M-2377 is Sulfate process,USER_CONFIRMED_TECHNICAL_DECISION,2026-08-30,neutral Grade-to-Process classification only; no process superiority or comparison claim,none,RENDER_NEUTRAL_CLASSIFICATION,SEL-ANY-M2377 (aggregate hold),V03_USER_APPROVED_TECHNICAL_RELATION_UPDATE
REL-M2377-PLAS,M-2377,Plastics,VERIFIED_FOR_PUBLIC_MAPPING,ATT-M2377-SR2377,D:/01AICode/7.27 马来全套TDS +应用指南/TDS-SR2377.pdf,USER_CONFIRMED_CURRENT_VALID_TECHNICAL_MATERIAL,user confirmed current valid 2026-08-30,Plastics; neutral Grade-to-Application mapping only,none,,,RENDER_NEUTRAL_MAPPING,Sulfate,VERIFIED_FOR_PUBLIC_MAPPING,SRC-USER-M2377-SULFATE-20260830,User technical decision: M-2377 is Sulfate process,USER_CONFIRMED_TECHNICAL_DECISION,2026-08-30,neutral Grade-to-Process classification only; no process superiority or comparison claim,none,RENDER_NEUTRAL_CLASSIFICATION,SEL-ANY-M2377 (aggregate hold),V03_USER_APPROVED_TECHNICAL_RELATION_UPDATE
REL-M2377-MB,M-2377,Masterbatch,VERIFIED_FOR_PUBLIC_MAPPING,ATT-M2377-SR2377,D:/01AICode/7.27 马来全套TDS +应用指南/TDS-SR2377.pdf,USER_CONFIRMED_CURRENT_VALID_TECHNICAL_MATERIAL,user confirmed current valid 2026-08-30,Masterbatch; neutral Grade-to-Application mapping only,none,,,RENDER_NEUTRAL_MAPPING,Sulfate,VERIFIED_FOR_PUBLIC_MAPPING,SRC-USER-M2377-SULFATE-20260830,User technical decision: M-2377 is Sulfate process,USER_CONFIRMED_TECHNICAL_DECISION,2026-08-30,neutral Grade-to-Process classification only; no process superiority or comparison claim,none,RENDER_NEUTRAL_CLASSIFICATION,SEL-ANY-M2377 (aggregate hold),V03_USER_APPROVED_TECHNICAL_RELATION_UPDATE
REL-M2377-INK,M-2377,Printing Inks,VERIFIED_FOR_PUBLIC_MAPPING,ATT-M2377-SR2377,D:/01AICode/7.27 马来全套TDS +应用指南/TDS-SR2377.pdf,USER_CONFIRMED_CURRENT_VALID_TECHNICAL_MATERIAL,user confirmed current valid 2026-08-30,Ink; neutral Grade-to-Application mapping only,none,,,RENDER_NEUTRAL_MAPPING,Sulfate,VERIFIED_FOR_PUBLIC_MAPPING,SRC-USER-M2377-SULFATE-20260830,User technical decision: M-2377 is Sulfate process,USER_CONFIRMED_TECHNICAL_DECISION,2026-08-30,neutral Grade-to-Process classification only; no process superiority or comparison claim,none,RENDER_NEUTRAL_CLASSIFICATION,SEL-ANY-M2377 (aggregate hold),V03_USER_APPROVED_TECHNICAL_RELATION_UPDATE
REL-M2377-PAPER,M-2377,Paper,VERIFIED_FOR_PUBLIC_MAPPING,ATT-M2377-SR2377,D:/01AICode/7.27 马来全套TDS +应用指南/TDS-SR2377.pdf,USER_CONFIRMED_CURRENT_VALID_TECHNICAL_MATERIAL,user confirmed current valid 2026-08-30,Paper; neutral Grade-to-Application mapping only,none,,,RENDER_NEUTRAL_MAPPING,Sulfate,VERIFIED_FOR_PUBLIC_MAPPING,SRC-USER-M2377-SULFATE-20260830,User technical decision: M-2377 is Sulfate process,USER_CONFIRMED_TECHNICAL_DECISION,2026-08-30,neutral Grade-to-Process classification only; no process superiority or comparison claim,none,RENDER_NEUTRAL_CLASSIFICATION,SEL-ANY-M2377 (aggregate hold),V03_USER_APPROVED_TECHNICAL_RELATION_UPDATE
REL-M2377-SPEC,M-2377,Specialty Materials,NO_PUBLIC_MAPPING,ATT-M2377-SR2377,D:/01AICode/7.27 马来全套TDS +应用指南/TDS-SR2377.pdf,USER_CONFIRMED_CURRENT_VALID_TECHNICAL_MATERIAL,user confirmed current valid 2026-08-30,No approved positive Specialty Materials mapping; absence is not a technical unsuitability statement,none,,,DO_NOT_RENDER,Sulfate,VERIFIED_FOR_PUBLIC_MAPPING,SRC-USER-M2377-SULFATE-20260830,User technical decision: M-2377 is Sulfate process,USER_CONFIRMED_TECHNICAL_DECISION,2026-08-30,neutral Grade-to-Process classification only; no process superiority or comparison claim,none,RENDER_NEUTRAL_CLASSIFICATION,SEL-ANY-M2377 (aggregate hold),V03_USER_APPROVED_TECHNICAL_RELATION_UPDATE
REL-CR901-COAT,CR-901,Coatings,NO_PUBLIC_MAPPING,SRC-WEB-CR901,https://www.mytio2.com/products/cr-901/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,current first-party baseline does not map this grade to this application;not a technical unsuitability statement,none,,,DO_NOT_RENDER,Vapor-phase oxidation,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-CR901,https://www.mytio2.com/products/cr-901/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral Vapor-phase oxidation classification only;excluded from Chloride and Sulfate aggregation,none;specialty process must not be forced into Chloride or Sulfate,RENDER_NEUTRAL_SPECIALTY_PROCESS,NONE,V01_NO_PUBLIC_MAPPING_RETAINED
REL-CR901-PLAS,CR-901,Plastics,NO_PUBLIC_MAPPING,SRC-WEB-CR901,https://www.mytio2.com/products/cr-901/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,current first-party baseline does not map this grade to this application;not a technical unsuitability statement,none,,,DO_NOT_RENDER,Vapor-phase oxidation,VERIFIED_FOR_PUBLIC_MAPPING,SRC-WEB-CR901,https://www.mytio2.com/products/cr-901/,approved first-party product baseline,observed 2026-08-30;page publication date unavailable,neutral Vapor-phase oxidation classification only;excluded from Chloride and Sulfate aggregation,none;specialty process must not be forced into Chloride or Sulfate,RENDER_NEUTRAL_SPECIALTY_PROCESS,NONE,V01_NO_PUBLIC_MAPPING_RETAINED
